date,close,open
19910101,10.553,15.5
19920101,18.219,17
19930101,15.361,20.8
19940101,18.551,22
19950101,19.538,20.7
19960101,19.538,19.9
19970101,35.616,18.4
19980101,57.195,16.4
19990101,99.122,13.6
20000101,330.881,11.9
20010101,394.048,10.6
20020101,443.085,11.5
20030101,429.524,11.5
20040101,645.844,11
20050101,682.711,9.2
20060101,802.971,8.5
20070101,920.534,8.2
20080101,692.228,11.3
20090101,469.342,17.9
20100101,431.334,19.9
20110101,416.282,21.4
20120101,336.11,24.8
20130101,307,26.1
