date,close,open
19910101,920.491,5.5
19920101,1207.602,6.6
19930101,986.872,7.8
19940101,773.97,8.4
19950101,792.701,8.2
19960101,707.954,8.9
19970101,615.298,9.6
19980101,605.5,9.4
19990101,673.873,8.6
20000101,648.846,7.9
20010101,685.259,7.8
20020101,658.341,8.6
20030101,601.759,9.7
20040101,602.182,10.4
20050101,579.301,11.2
20060101,558.467,10.1
20070101,574.752,8.5
20080101,573.815,7.4
20090101,606.314,7.6
20100101,683.529,7
20110101,841.695,5.8
20120101,965.908,5.4
20130101,1108,5.2
